family,strategy,top_k,triple_intersection,triple_union,triple_jaccard,cat_attr_jaccard,cat_rel_jaccard,attr_rel_jaccard,cat_attr_restricted_cos,cat_rel_restricted_cos,attr_rel_restricted_cos
pca_remove2,hybrid,32,32,32,1.0,1.0,1.0,1.0,-0.9999999301387995,0.9999993795208798,-0.99999928092739
pca_remove2,norm,32,32,32,1.0,1.0,1.0,1.0,-1.0000001321779919,0.9999996739374061,-0.9999996113378199
pca_remove2,random,32,32,32,1.0,1.0,1.0,1.0,-0.9999999278202696,0.9999992876353805,-0.9999991508818251
pca_remove2,shared,32,32,32,1.0,1.0,1.0,1.0,-1.0000001321779919,0.9999996739374061,-0.9999996113378199
pca_remove3,random,32,32,32,1.0,1.0,1.0,1.0,0.4243582050345591,0.26595000321598145,0.40249180495209935
pca_remove3,shared,32,32,32,1.0,1.0,1.0,1.0,0.09981943179281924,-0.013068155496827388,0.6080489339609734
pca_remove5,random,32,32,32,1.0,1.0,1.0,1.0,0.4243582050345591,0.26595000321598145,0.40249180495209935
pca_remove5,shared,32,32,32,1.0,1.0,1.0,1.0,0.09981943179281924,-0.013068155496827388,0.6080489339609734
raw,random,32,32,32,1.0,1.0,1.0,1.0,0.9259912585163813,0.8241548168915787,0.8510821138950756
raw,shared,32,32,32,1.0,1.0,1.0,1.0,0.894052149235466,0.7708303827973509,0.8379332091671347
contrast_l0p25,ratio,64,0,188,0.0,0.007874015748031496,0.0,0.024,0.7456922553266586,0.4635858491339241,0.5070559102908999
contrast_l0p5,ratio,64,0,191,0.0,0.0,0.0,0.007874015748031496,0.5293846462740475,0.10434587102262897,0.16762028136801452
contrast_l0p75,ratio,64,0,192,0.0,0.0,0.0,0.0,0.07907724348374642,-0.3257266740611984,-0.27172718006879015
contrast_l1,hybrid,64,0,191,0.0,0.007874015748031496,0.0,0.0,-0.5561224970364248,-0.7874333538096582,-0.669937857803694
contrast_l1,ratio,64,0,189,0.0,0.015873015873015872,0.0,0.007874015748031496,-0.5151294272412527,-0.8449605153674542,-0.6996977929396822
global_residual,hybrid,64,0,191,0.0,0.007874015748031496,0.0,0.0,-0.5647654350968268,-0.779888806082302,-0.6708747651125943
global_residual,ratio,64,0,190,0.0,0.007874015748031496,0.0,0.007874015748031496,-0.5276574488939386,-0.8405653909958187,-0.7024980087998081
headnorm_contrast_l0p25,ratio,64,0,188,0.0,0.0,0.015873015873015872,0.015873015873015872,0.5795684442015735,0.2622302261973982,0.3584546166675696
headnorm_contrast_l0p5,ratio,64,0,189,0.0,0.0,0.007874015748031496,0.015873015873015872,0.24802566911886093,-0.1631601152361413,-0.05066324202267872
headnorm_contrast_l0p75,ratio,64,0,190,0.0,0.0,0.0,0.015873015873015872,-0.1987862647140846,-0.6009980641981308,-0.49836161719536615
headnorm_contrast_l1,hybrid,64,0,186,0.0,0.04918032786885246,0.0,0.0,-0.5631905967136449,-0.731564199661088,-0.6851099783308241
headnorm_contrast_l1,ratio,64,0,189,0.0,0.007874015748031496,0.007874015748031496,0.007874015748031496,-0.4543519460965047,-0.8102986686597535,-0.7047020757790172
pca_remove1,hybrid,64,0,191,0.0,0.007874015748031496,0.0,0.0,-0.5772331780062147,-0.7747915837663206,-0.6528029219300122
pca_remove1,ratio,64,0,190,0.0,0.007874015748031496,0.0,0.007874015748031496,-0.559210860261975,-0.8341988674040175,-0.6862425770885542
pca_remove2,ratio,64,0,177,0.0,0.12280701754385964,0.007874015748031496,0.0,-0.9999999403796375,0.9999992817571266,-0.9999985557609852
pca_remove3,ratio,64,0,188,0.0,0.024,0.0,0.007874015748031496,0.0798010171341033,0.058782807914318363,0.6399937621264371
pca_remove5,ratio,64,0,188,0.0,0.024,0.0,0.007874015748031496,0.0798010171341033,0.058782807914318363,0.6399937621264371
raw,ratio,64,0,187,0.0,0.015873015873015872,0.0,0.024,0.857466582810377,0.6799584799781829,0.7333259104786507
contrast_l0p75,hybrid,64,3,163,0.018404907975460124,0.23076923076923078,0.024,0.04065040650406504,-0.27485958903170216,-0.5655264779319147,-0.4593348797008416
headnorm_contrast_l0p75,hybrid,64,4,150,0.02666666666666667,0.4222222222222222,0.03225806451612903,0.03225806451612903,-0.3239215453165822,-0.5525516982431264,-0.5053666156561533
headnorm_contrast_l1,specificity_cos,64,5,156,0.03205128205128205,0.26732673267326734,0.05785123966942149,0.05785123966942149,-0.44203636386577216,-0.713694370245262,-0.6430422084519063
headnorm_contrast_l0p75,specificity_cos,64,10,144,0.06944444444444445,0.3473684210526316,0.12280701754385964,0.09401709401709402,-0.2717406758777183,-0.5941479424710437,-0.5039796617738361
headnorm_contrast_l0p5,hybrid,64,14,131,0.10687022900763359,0.5421686746987951,0.13274336283185842,0.13274336283185842,0.07297032240336317,-0.2105745467048726,-0.12138425953895414
contrast_l0p5,hybrid,64,18,128,0.140625,0.47126436781609193,0.16363636363636364,0.21904761904761905,0.15745144199964353,-0.21636405137023998,-0.03187740271841823
headnorm_contrast_l0p25,contrast_norm,64,18,120,0.15,0.28,0.4065934065934066,0.24271844660194175,0.4857945485332838,0.1366208197211416,0.26289091868621856
headnorm_contrast_l0p5,contrast_norm,64,18,120,0.15,0.28,0.4065934065934066,0.24271844660194175,0.16704010072542522,-0.2840554553894766,-0.13678327949531904
headnorm_contrast_l0p75,contrast_norm,64,18,120,0.15,0.28,0.4065934065934066,0.24271844660194175,-0.16387608906191004,-0.6239029273390257,-0.4949710190814358
headnorm_contrast_l1,contrast_norm,64,18,120,0.15,0.28,0.4065934065934066,0.24271844660194175,-0.3180143850326358,-0.7180282452340662,-0.6193351535318429
headnorm_contrast_l1,norm,64,18,120,0.15,0.28,0.4065934065934066,0.24271844660194175,-0.3180143850326358,-0.7180282452340662,-0.6193351535318429
pca_remove3,hybrid,64,21,133,0.15789473684210525,0.23076923076923078,0.19626168224299065,0.3763440860215054,-0.09797963955188274,-0.21164825775221766,0.04747820690613119
pca_remove5,hybrid,64,21,133,0.15789473684210525,0.23076923076923078,0.19626168224299065,0.3763440860215054,-0.09797963955188274,-0.21164825775221766,0.04747820690613119
headnorm_contrast_l0p5,specificity_cos,64,22,126,0.1746031746031746,0.4883720930232558,0.23076923076923078,0.20754716981132076,0.08862478227530884,-0.2363880878039663,-0.13560835884283154
headnorm_contrast_l0p75,norm,64,23,113,0.20353982300884957,0.3473684210526316,0.45454545454545453,0.29292929292929293,-0.15046031830187986,-0.627340931985141,-0.49467535542810886
headnorm_contrast_l0p25,hybrid,64,25,119,0.21008403361344538,0.5802469135802469,0.2549019607843137,0.24271844660194175,0.4303280841820204,0.19047379296756262,0.26367897116607986
headnorm_contrast_l0p25,specificity_cos,64,25,118,0.211864406779661,0.5802469135802469,0.26732673267326734,0.24271844660194175,0.4306942568174765,0.187086144544747,0.2625361458562976
pca_remove2,specificity_cos,64,24,104,0.23076923076923078,0.23076923076923078,1.0,0.23076923076923078,-0.9999999130079023,0.9999982698539546,-0.9999990407242608
contrast_l0p25,hybrid,64,28,113,0.24778761061946902,0.6,0.30612244897959184,0.29292929292929293,0.49635226330563076,0.20020866241682986,0.35437426698606617
global_residual,specificity_cos,64,29,115,0.25217391304347825,0.4883720930232558,0.3763440860215054,0.29292929292929293,-0.28641233865221394,-0.7576621587081115,-0.5539452990361384
contrast_l1,specificity_cos,64,29,114,0.2543859649122807,0.4883720930232558,0.3763440860215054,0.30612244897959184,-0.28662828190804185,-0.7555215621352029,-0.5552698941727936
headnorm_contrast_l0p5,norm,64,28,107,0.2616822429906542,0.4065934065934066,0.5058823529411764,0.3473684210526316,0.17279063251214902,-0.2954900200579234,-0.1431199541517626
pca_remove1,specificity_cos,64,30,114,0.2631578947368421,0.47126436781609193,0.391304347826087,0.31958762886597936,-0.31156239237522326,-0.7525204761256932,-0.5316948858467695
raw,hybrid,64,29,108,0.26851851851851855,0.6410256410256411,0.31958762886597936,0.3333333333333333,0.7206720914772279,0.5295920253956307,0.6281319746144332
contrast_l0p75,specificity_cos,64,31,110,0.2818181818181818,0.4883720930232558,0.43820224719101125,0.3333333333333333,-0.04582971206104302,-0.5753903500031249,-0.3477202240158043
headnorm_contrast_l0p25,norm,64,31,103,0.30097087378640774,0.45454545454545453,0.5238095238095238,0.391304347826087,0.4831677512022277,0.11932213620125373,0.24912022755155425
contrast_l0p5,specificity_cos,64,35,106,0.330188679245283,0.5609756097560976,0.43820224719101125,0.391304347826087,0.30687921765373355,-0.13955737196685275,0.06701275292975815
pca_remove3,specificity_cos,64,36,104,0.34615384615384615,0.4883720930232558,0.47126436781609193,0.47126436781609193,0.005378278515439512,-0.12491880086795634,0.4755086715500477
pca_remove5,specificity_cos,64,36,104,0.34615384615384615,0.4883720930232558,0.47126436781609193,0.47126436781609193,0.005378278515439512,-0.12491880086795634,0.4755086715500477
pca_remove3,norm,64,35,101,0.3465346534653465,0.4883720930232558,0.45454545454545453,0.5238095238095238,0.14810909325906702,0.02974641721749756,0.5320699804339609
pca_remove5,norm,64,35,101,0.3465346534653465,0.4883720930232558,0.45454545454545453,0.5238095238095238,0.14810909325906702,0.02974641721749756,0.5320699804339609
contrast_l0p75,norm,64,36,101,0.3564356435643564,0.4883720930232558,0.5058823529411764,0.4883720930232558,0.07500787186823414,-0.518020526442833,-0.2884195300127596
contrast_l0p25,specificity_cos,64,37,102,0.3627450980392157,0.6,0.47126436781609193,0.4222222222222222,0.6010197256518446,0.2784179170036827,0.43174419979475004
contrast_l0p5,norm,64,36,99,0.36363636363636365,0.5421686746987951,0.47126436781609193,0.5058823529411764,0.5181457089195342,0.05265216648864625,0.24040473213544652
raw,specificity_cos,64,41,94,0.43617021276595747,0.7066666666666667,0.5421686746987951,0.47126436781609193,0.7776289369448485,0.5823077342220908,0.6814132796805319
contrast_l0p25,norm,64,41,92,0.44565217391304346,0.6410256410256411,0.5238095238095238,0.5802469135802469,0.76921617534673,0.494685561357324,0.6178217416236585
global_residual,contrast_norm,64,41,86,0.47674418604651164,0.5802469135802469,0.7066666666666667,0.5802469135802469,-0.19974100634274689,-0.7535845431365165,-0.5394273159653
global_residual,norm,64,41,86,0.47674418604651164,0.5802469135802469,0.7066666666666667,0.5802469135802469,-0.19974100634274689,-0.7535845431365165,-0.5394273159653
pca_remove1,contrast_norm,64,41,86,0.47674418604651164,0.5802469135802469,0.7066666666666667,0.5802469135802469,-0.2376577611633171,-0.7477213555891922,-0.5143066334921376
pca_remove1,norm,64,41,86,0.47674418604651164,0.5802469135802469,0.7066666666666667,0.5802469135802469,-0.2376577611633171,-0.7477213555891922,-0.5143066334921376
contrast_l0p25,contrast_norm,64,42,87,0.4827586206896552,0.5802469135802469,0.6842105263157895,0.6,0.6777677592456235,0.35034874125762255,0.4889525728293324
contrast_l0p5,contrast_norm,64,42,87,0.4827586206896552,0.5802469135802469,0.6842105263157895,0.6,0.4072870691318492,-0.09417298132574682,0.10945280867336196
contrast_l0p75,contrast_norm,64,42,87,0.4827586206896552,0.5802469135802469,0.6842105263157895,0.6,0.029853731030911095,-0.5671020710505248,-0.338156368172831
contrast_l1,contrast_norm,64,42,87,0.4827586206896552,0.5802469135802469,0.6842105263157895,0.6,-0.20146450932239165,-0.754104860876002,-0.542573901396486
contrast_l1,norm,64,42,87,0.4827586206896552,0.5802469135802469,0.6842105263157895,0.6,-0.20146450932239165,-0.754104860876002,-0.542573901396486
raw,contrast_norm,64,42,87,0.4827586206896552,0.5802469135802469,0.6842105263157895,0.6,0.8283322619416505,0.6389232081185988,0.7213023207683407
pca_remove3,contrast_norm,64,43,86,0.5,0.6,0.7297297297297297,0.5802469135802469,0.06537779615777133,-0.05345577299690773,0.5073455504230614
pca_remove5,contrast_norm,64,43,86,0.5,0.6,0.7297297297297297,0.5802469135802469,0.06537779615777133,-0.05345577299690773,0.5073455504230614
raw,norm,64,48,84,0.5714285714285714,0.7297297297297297,0.6623376623376623,0.6623376623376623,0.8836630170175676,0.7471357645807619,0.8139302170698548
contrast_l0p25,random,64,64,64,1.0,1.0,1.0,1.0,0.8019090910300258,0.5922936442124774,0.634431988137374
contrast_l0p25,shared,64,64,64,1.0,1.0,1.0,1.0,0.7711473258828683,0.5191618707783596,0.6423824159950213
contrast_l0p5,random,64,64,64,1.0,1.0,1.0,1.0,0.5888070752887192,0.20473953925021898,0.26970732723901125
contrast_l0p5,shared,64,64,64,1.0,1.0,1.0,1.0,0.5162152141169228,0.04836122575076857,0.27309465456897103
contrast_l0p75,random,64,64,64,1.0,1.0,1.0,1.0,0.18656383831045298,-0.3771257642561486,-0.30125831612622167
contrast_l0p75,shared,64,64,64,1.0,1.0,1.0,1.0,0.062407518060726044,-0.5444850371748865,-0.29998043434634447
contrast_l1,random,64,64,64,1.0,1.0,1.0,1.0,-0.14312569039275508,-0.7042474004451159,-0.6018497776692364
contrast_l1,shared,64,64,64,1.0,1.0,1.0,1.0,-0.18263278493433827,-0.7398202956567361,-0.5263731783103713
global_residual,random,64,64,64,1.0,1.0,1.0,1.0,-0.14583296110523847,-0.7017852133932412,-0.6024291600753674
global_residual,shared,64,64,64,1.0,1.0,1.0,1.0,-0.18501195785239818,-0.7409640940508551,-0.5228641619698716
headnorm_contrast_l0p25,random,64,64,64,1.0,1.0,1.0,1.0,0.8311591875260631,0.6437451906926619,0.7068439597922958
headnorm_contrast_l0p25,shared,64,64,64,1.0,1.0,1.0,1.0,0.5031870878229329,0.12687305686893424,0.21643457856999404
headnorm_contrast_l0p5,random,64,64,64,1.0,1.0,1.0,1.0,0.633832937981036,0.2720800742379086,0.38980301436880677
headnorm_contrast_l0p5,shared,64,64,64,1.0,1.0,1.0,1.0,0.2201048348669431,-0.2693810443150044,-0.16020455179468104
headnorm_contrast_l0p75,random,64,64,64,1.0,1.0,1.0,1.0,0.22132880214597128,-0.35192028303285583,-0.18606850769870253
headnorm_contrast_l0p75,shared,64,64,64,1.0,1.0,1.0,1.0,-0.07491594638367641,-0.5698140521838927,-0.4803479502609765
headnorm_contrast_l1,random,64,64,64,1.0,1.0,1.0,1.0,-0.13824456119807715,-0.7188268354357914,-0.5891403665191222
headnorm_contrast_l1,shared,64,64,64,1.0,1.0,1.0,1.0,-0.21538205572036054,-0.6606104213510934,-0.5908253240933172
pca_remove1,random,64,64,64,1.0,1.0,1.0,1.0,-0.18316897084786615,-0.6939873636367238,-0.5806891695294448
pca_remove1,shared,64,64,64,1.0,1.0,1.0,1.0,-0.2234859704172695,-0.7349238418601718,-0.49675209866427966
pca_remove2,contrast_norm,64,64,64,1.0,1.0,1.0,1.0,-1.0000000965536433,0.9999996188976099,-0.9999997160828692
pca_remove2,hybrid,64,64,64,1.0,1.0,1.0,1.0,-0.9999999172408702,0.9999991015952809,-0.9999991481478574
pca_remove2,norm,64,64,64,1.0,1.0,1.0,1.0,-1.0000000965536433,0.9999996188976099,-0.9999997160828692
pca_remove2,random,64,64,64,1.0,1.0,1.0,1.0,-1.0000001158388419,0.9999994283797561,-0.9999993186386981
pca_remove2,shared,64,64,64,1.0,1.0,1.0,1.0,-1.0000000965536433,0.9999996188976099,-0.9999997160828692
pca_remove3,random,64,64,64,1.0,1.0,1.0,1.0,0.31753227295488934,0.19475218802609745,0.3319649971140034
pca_remove3,shared,64,64,64,1.0,1.0,1.0,1.0,0.13054610522957558,0.014114996724791678,0.5633211905724714
pca_remove5,random,64,64,64,1.0,1.0,1.0,1.0,0.31753227295488934,0.19475218802609745,0.3319649971140034
pca_remove5,shared,64,64,64,1.0,1.0,1.0,1.0,0.13054610522957558,0.014114996724791678,0.5633211905724714
raw,random,64,64,64,1.0,1.0,1.0,1.0,0.9008981953798777,0.7916137404585301,0.8159299301324352
raw,shared,64,64,64,1.0,1.0,1.0,1.0,0.8885121465556594,0.7611449641474327,0.8295251257660037
contrast_l0p25,ratio,128,0,367,0.0,0.04065040650406504,0.00392156862745098,0.024,0.7679388507635254,0.49273548054009425,0.561294686192578
contrast_l0p5,ratio,128,0,371,0.0,0.03225806451612903,0.0,0.0199203187250996,0.558911228480221,0.13037766922097296,0.2347818663667346
contrast_l0p75,ratio,128,0,377,0.0,0.00392156862745098,0.0,0.024,0.1030728210112101,-0.4040516132441223,-0.27930572698942785
contrast_l1,hybrid,128,0,364,0.0,0.0847457627118644,0.0,0.0,-0.5474964731662402,-0.7681332083997828,-0.6638063535391494
contrast_l1,ratio,128,0,358,0.0,0.04065040650406504,0.04065040650406504,0.024,-0.3750846719204673,-0.813225922787252,-0.665694959360216
global_residual,hybrid,128,0,366,0.0,0.07563025210084033,0.0,0.0,-0.552427325545997,-0.7699350133469018,-0.6600710052555415
global_residual,ratio,128,0,360,0.0,0.04065040650406504,0.03225806451612903,0.024,-0.3826111657555496,-0.8118527097414882,-0.6640738117319337
headnorm_contrast_l0p25,ratio,128,0,353,0.0,0.053497942386831275,0.053497942386831275,0.0199203187250996,0.6628414990986493,0.3544014413422443,0.4611616048473987
headnorm_contrast_l0p5,ratio,128,0,358,0.0,0.053497942386831275,0.03643724696356275,0.015873015873015872,0.3545656264547198,-0.08493971859207439,0.06342157434990758
headnorm_contrast_l0p75,ratio,128,0,363,0.0,0.044897959183673466,0.0199203187250996,0.0199203187250996,-0.10649302948436543,-0.5655716801353008,-0.4229740098013053
headnorm_contrast_l1,ratio,128,0,360,0.0,0.03643724696356275,0.04065040650406504,0.0199203187250996,-0.3841424601341364,-0.7885975087085773,-0.6731348468422998
pca_remove1,hybrid,128,0,374,0.0,0.04065040650406504,0.0,0.0,-0.5587481496217451,-0.7620223245422515,-0.6416555732364052
pca_remove1,ratio,128,0,360,0.0,0.044897959183673466,0.03225806451612903,0.0199203187250996,-0.4166862877487511,-0.8071174635327586,-0.644852085774442
pca_remove2,ratio,128,0,331,0.0,0.13274336283185842,0.0847457627118644,0.011857707509881422,-0.999999898014724,0.9999996027628374,-0.9999991667999787
pca_remove3,ratio,128,0,368,0.0,0.053497942386831275,0.0,0.011857707509881422,0.1540580889228194,0.08869128849248119,0.5428042520378458
pca_remove5,ratio,128,0,368,0.0,0.053497942386831275,0.0,0.011857707509881422,0.1540580889228194,0.08869128849248119,0.5428042520378458
raw,ratio,128,0,359,0.0,0.06666666666666667,0.00392156862745098,0.03225806451612903,0.8710619614574405,0.7110109940783939,0.7591239086500255
headnorm_contrast_l1,hybrid,128,2,335,0.005970149253731343,0.19626168224299065,0.028112449799196786,0.007874015748031496,-0.4783558413989114,-0.7302262513885389,-0.6634379453924689
contrast_l0p75,hybrid,128,9,310,0.02903225806451613,0.28,0.044897959183673466,0.06666666666666667,-0.20103688398709293,-0.5490147508594571,-0.43663104414388587
headnorm_contrast_l0p75,hybrid,128,14,279,0.05017921146953405,0.4301675977653631,0.08936170212765958,0.08936170212765958,-0.18174553558563666,-0.5305207981188074,-0.4312959077075023
headnorm_contrast_l1,specificity_cos,128,30,261,0.11494252873563218,0.45454545454545453,0.17972350230414746,0.15315315315315314,-0.37706152004508153,-0.713672095063262,-0.616789624649349
contrast_l0p5,hybrid,128,42,242,0.17355371900826447,0.5329341317365269,0.2132701421800948,0.24271844660194175,0.21103530201233878,-0.17365287605990137,0.00018207485981438127
headnorm_contrast_l0p75,specificity_cos,128,42,238,0.17647058823529413,0.5900621118012422,0.23671497584541062,0.20754716981132076,-0.18922993481151126,-0.5610151629770066,-0.4422218507715012
headnorm_contrast_l0p5,hybrid,128,50,223,0.2242152466367713,0.7181208053691275,0.26732673267326734,0.24271844660194175,0.18426312142960513,-0.13459679278206824,-0.029339962577186917
contrast_l0p25,hybrid,128,53,226,0.2345132743362832,0.5421686746987951,0.2864321608040201,0.3333333333333333,0.5462850735228413,0.2534937311990866,0.3930937741296389
pca_remove3,hybrid,128,58,238,0.24369747899159663,0.3128205128205128,0.3128205128205128,0.47126436781609193,-0.052795917997762704,-0.14332874842717083,0.0799695542959623
pca_remove5,hybrid,128,58,238,0.24369747899159663,0.3128205128205128,0.3128205128205128,0.47126436781609193,-0.052795917997762704,-0.14332874842717083,0.0799695542959623
headnorm_contrast_l0p5,specificity_cos,128,56,215,0.26046511627906976,0.7181208053691275,0.31958762886597936,0.28,0.18854989243529882,-0.14796595139321572,-0.033810051155095396
headnorm_contrast_l0p25,contrast_norm,128,57,206,0.2766990291262136,0.4143646408839779,0.5421686746987951,0.3763440860215054,0.5713225591246907,0.23607454948624254,0.34984432862355286
headnorm_contrast_l0p5,contrast_norm,128,57,206,0.2766990291262136,0.4143646408839779,0.5421686746987951,0.3763440860215054,0.2682819516127108,-0.19910858259857722,-0.052418725999723734
headnorm_contrast_l0p75,contrast_norm,128,57,206,0.2766990291262136,0.4143646408839779,0.5421686746987951,0.3763440860215054,-0.08358050514244199,-0.5922691354378304,-0.4528006939108414
headnorm_contrast_l1,contrast_norm,128,57,206,0.2766990291262136,0.4143646408839779,0.5421686746987951,0.3763440860215054,-0.2635149984584134,-0.7157099360422002,-0.6078878977143028
headnorm_contrast_l1,norm,128,57,206,0.2766990291262136,0.4143646408839779,0.5421686746987951,0.3763440860215054,-0.2635149984584134,-0.7157099360422002,-0.6078878977143028
raw,hybrid,128,62,214,0.2897196261682243,0.6,0.3333333333333333,0.391304347826087,0.7497867084557206,0.5616901570307581,0.6504753909759087
headnorm_contrast_l0p25,hybrid,128,61,207,0.2946859903381642,0.7655172413793103,0.3473684210526316,0.3128205128205128,0.5180359708150261,0.2854985284003918,0.3625795806118194
headnorm_contrast_l0p25,specificity_cos,128,63,205,0.3073170731707317,0.7414965986394558,0.3763440860215054,0.32642487046632124,0.5211200698956884,0.2783072426696993,0.36026132331949323
headnorm_contrast_l0p75,norm,128,65,194,0.33505154639175255,0.4883720930232558,0.5705521472392638,0.43820224719101125,-0.07844539726265022,-0.5865529452650301,-0.4568917601364103
contrast_l1,specificity_cos,128,72,206,0.34951456310679613,0.5609756097560976,0.46285714285714286,0.4301675977653631,-0.24502984761761995,-0.7512491879053816,-0.5613152021144073
pca_remove2,specificity_cos,128,67,189,0.3544973544973545,0.3544973544973545,1.0,0.3544973544973545,-0.9999999313649817,0.9999986164605016,-0.9999992935914618
global_residual,specificity_cos,128,73,204,0.35784313725490197,0.5515151515151515,0.4797687861271676,0.4463276836158192,-0.24955116709863515,-0.7494918779292277,-0.5583695768765108
contrast_l0p75,specificity_cos,128,74,203,0.3645320197044335,0.5705521472392638,0.46285714285714286,0.46285714285714286,-0.005120188437561204,-0.5303003635621071,-0.3239855101720529
headnorm_contrast_l0p5,norm,128,70,187,0.37433155080213903,0.5329341317365269,0.610062893081761,0.46285714285714286,0.2662323660154349,-0.19521915053891054,-0.06398595884238326
pca_remove1,specificity_cos,128,76,203,0.37438423645320196,0.5609756097560976,0.4883720930232558,0.46285714285714286,-0.28598672861653,-0.7445688503728117,-0.5347000682318969
pca_remove3,specificity_cos,128,77,195,0.39487179487179486,0.49707602339181284,0.5238095238095238,0.5705521472392638,0.05626247398916181,-0.07968696960541177,0.45496393760366777
pca_remove5,specificity_cos,128,77,195,0.39487179487179486,0.49707602339181284,0.5238095238095238,0.5705521472392638,0.05626247398916181,-0.07968696960541177,0.45496393760366777
contrast_l0p5,specificity_cos,128,77,193,0.39896373056994816,0.610062893081761,0.4883720930232558,0.514792899408284,0.36881534660679277,-0.07452539853972762,0.11863673239204724
headnorm_contrast_l0p25,norm,128,76,179,0.4245810055865922,0.5900621118012422,0.6410256410256411,0.5058823529411764,0.5636781538961124,0.23464886494627776,0.3330852187127196
contrast_l0p75,norm,128,80,187,0.42780748663101603,0.514792899408284,0.5705521472392638,0.610062893081761,0.10471622638876855,-0.49741915311922985,-0.28526877118034183
contrast_l0p25,specificity_cos,128,81,187,0.43315508021390375,0.6842105263157895,0.514792899408284,0.514792899408284,0.647690392408106,0.35820944297292556,0.48411017273625095
pca_remove3,norm,128,83,187,0.44385026737967914,0.5515151515151515,0.5421686746987951,0.6305732484076433,0.16308761743321484,0.037704884383807015,0.5007313454222896
pca_remove5,norm,128,83,187,0.44385026737967914,0.5515151515151515,0.5421686746987951,0.6305732484076433,0.16308761743321484,0.037704884383807015,0.5007313454222896
contrast_l0p5,norm,128,83,183,0.453551912568306,0.6,0.5515151515151515,0.610062893081761,0.5179327151482076,0.05940312799340715,0.24134748761149394
raw,specificity_cos,128,84,184,0.45652173913043476,0.7297297297297297,0.5329341317365269,0.514792899408284,0.8110088945891526,0.6416711539912751,0.7166637711700615
contrast_l0p25,norm,128,87,174,0.5,0.695364238410596,0.5802469135802469,0.620253164556962,0.7632553955094658,0.49629664108704286,0.6123426395666842
contrast_l0p25,contrast_norm,128,91,170,0.5352941176470588,0.6305732484076433,0.7414965986394558,0.610062893081761,0.7257411595325628,0.4429239798077941,0.5585291869197467
contrast_l0p5,contrast_norm,128,91,170,0.5352941176470588,0.6305732484076433,0.7414965986394558,0.610062893081761,0.47231779615102654,0.008852677843784327,0.18813043722481984
contrast_l0p75,contrast_norm,128,91,170,0.5352941176470588,0.6305732484076433,0.7414965986394558,0.610062893081761,0.07843455720370099,-0.5138655254078314,-0.3041162232741542
contrast_l1,contrast_norm,128,91,170,0.5352941176470588,0.6305732484076433,0.7414965986394558,0.610062893081761,-0.18812571899064917,-0.7477547720221833,-0.5519029318175663
contrast_l1,norm,128,91,170,0.5352941176470588,0.6305732484076433,0.7414965986394558,0.610062893081761,-0.18812571899064917,-0.7477547720221833,-0.5519029318175663
raw,contrast_norm,128,91,170,0.5352941176470588,0.6305732484076433,0.7414965986394558,0.610062893081761,0.8574363935706163,0.700482455853017,0.7667477125005682
global_residual,contrast_norm,128,93,169,0.5502958579881657,0.6305732484076433,0.7534246575342466,0.6305732484076433,-0.18981964854928157,-0.7476877837269043,-0.5508135339997026
global_residual,norm,128,93,169,0.5502958579881657,0.6305732484076433,0.7534246575342466,0.6305732484076433,-0.18981964854928157,-0.7476877837269043,-0.5508135339997026
pca_remove1,contrast_norm,128,93,169,0.5502958579881657,0.6305732484076433,0.7534246575342466,0.6305732484076433,-0.22749255314904665,-0.741598356976163,-0.5261483525205048
pca_remove1,norm,128,93,169,0.5502958579881657,0.6410256410256411,0.7414965986394558,0.6305732484076433,-0.22829161503903175,-0.740465459041034,-0.5261483525205048
pca_remove3,contrast_norm,128,98,163,0.6012269938650306,0.6623376623376623,0.7655172413793103,0.7066666666666667,0.11849731113143143,-0.006543293569078041,0.48271598587101777
pca_remove5,contrast_norm,128,98,163,0.6012269938650306,0.6623376623376623,0.7655172413793103,0.7066666666666667,0.11849731113143143,-0.006543293569078041,0.48271598587101777
raw,norm,128,99,160,0.61875,0.7534246575342466,0.673202614379085,0.7534246575342466,0.8808560195489086,0.7416222214691186,0.8090586276180319
contrast_l0p25,random,128,128,128,1.0,1.0,1.0,1.0,0.7858854681693053,0.5334880638523661,0.6060727651829936
contrast_l0p25,shared,128,128,128,1.0,1.0,1.0,1.0,0.7629916423141038,0.508911224535542,0.6274937463323198
contrast_l0p5,random,128,128,128,1.0,1.0,1.0,1.0,0.5691677376445926,0.12034356262844681,0.22385980024745344
contrast_l0p5,shared,128,128,128,1.0,1.0,1.0,1.0,0.5187385892541181,0.06298463085374546,0.24970622052352748
contrast_l0p75,random,128,128,128,1.0,1.0,1.0,1.0,0.17594758489509946,-0.44226690781961286,-0.3244732323891302
contrast_l0p75,shared,128,128,128,1.0,1.0,1.0,1.0,0.11111560585310591,-0.5015205692751195,-0.2894258604015524
contrast_l1,random,128,128,128,1.0,1.0,1.0,1.0,-0.16331608981452728,-0.7376351487655805,-0.5456665871770318
contrast_l1,shared,128,128,128,1.0,1.0,1.0,1.0,-0.1636643729418678,-0.7396432077625837,-0.5428713955602538
global_residual,random,128,128,128,1.0,1.0,1.0,1.0,-0.16847462519039344,-0.7323608926124646,-0.5477994712964536
global_residual,shared,128,128,128,1.0,1.0,1.0,1.0,-0.1653960898789948,-0.7382658557808872,-0.5431137920140612
