family,strategy,top_k,triple_intersection,triple_union,triple_jaccard,cat_attr_jaccard,cat_rel_jaccard,attr_rel_jaccard,cat_attr_restricted_cos,cat_rel_restricted_cos,attr_rel_restricted_cos
headnorm_contrast_l0p5,norm,16,4,36,0.1111111111111111,0.28,0.18518518518518517,0.14285714285714285,0.02398888944739231,-0.4063402832865208,-0.3014866442861446
raw,hybrid,16,4,33,0.12121212121212122,0.45454545454545453,0.18518518518518517,0.14285714285714285,0.6953846413875119,0.4627992864251351,0.5678371648860703
contrast_l0p25,hybrid,16,4,32,0.125,0.45454545454545453,0.18518518518518517,0.18518518518518517,0.4524360488676157,0.14266719445153964,0.2637042067040126
global_residual,specificity_cos,16,5,30,0.16666666666666666,0.45454545454545453,0.28,0.23076923076923078,-0.35449927686601224,-0.7538605627642514,-0.5184545691317758
pca_remove1,specificity_cos,16,5,29,0.1724137931034483,0.45454545454545453,0.3333333333333333,0.23076923076923078,-0.36471855281523197,-0.7474698150518999,-0.4958522051904523
headnorm_contrast_l0p25,norm,16,6,32,0.1875,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.35310961152467996,-0.0320317850019108,0.06298646099492788
contrast_l0p75,specificity_cos,16,6,29,0.20689655172413793,0.45454545454545453,0.391304347826087,0.23076923076923078,-0.12087944474719703,-0.6010168321421742,-0.32913142326719036
contrast_l1,specificity_cos,16,6,29,0.20689655172413793,0.45454545454545453,0.3333333333333333,0.28,-0.34725651308332794,-0.7513863778605989,-0.5220942660153441
contrast_l0p25,specificity_cos,16,6,27,0.2222222222222222,0.6,0.28,0.3333333333333333,0.5578339503485784,0.2178294902106407,0.4100378049002077
contrast_l0p75,norm,16,6,26,0.23076923076923078,0.45454545454545453,0.391304347826087,0.391304347826087,-0.02665442622124959,-0.6033124675200063,-0.3002698515910669
